State Code,County Code,Site Num,Parameter Code,POC,Datum,Parameter Name,Sample Duration,Pollutant Standard,Metric Used,Method Name,Year,Units of Measure,Event Type,Observation Count,Observation Percent,Valid Day Count,Required Day Count,Exceptional Data Count,Null Data Count,Primary Exceedance Count,Secondary Exceedance Count,Certification Indicator,Num Obs Below MDL,Arithmetic Mean,Arithmetic Standard Dev,1st Max Value,1st Max DateTime,2nd Max Value,2nd Max DateTime,3rd Max Value,3rd Max DateTime,4th Max Value,4th Max DateTime,99th Percentile,98th Percentile,95th Percentile,90th Percentile,75th Percentile,50th Percentile,10th Percentile,Local Site Name,State Name,County Name,City Name,CBSA Name,Date of Last Change,Location 1
49,3,3,44201,1,NAD83,Ozone,1 HOUR,Ozone 1-hour Daily 2005,Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM),INSTRUMENTAL - ULTRA VIOLET ABSORPTION,2010,Parts per million,No Events,3472,95,145,153,0,200,0,0,Certification not required,9,0.058676,0.009411,0.087,6/24/2010 13:00,0.084,8/25/2010 15:00,0.08,7/16/2010 17:00,0.079,8/26/2010 13:00,0.084,0.08,0.075,0.071,0.065,0.058,0.047,Brigham City,Utah,Box Elder,Brigham City,"Brigham City, UT",8/4/2012 0:00,"140 W.FISHBURN DRIVE, BRIGHAM CITY, UT
(41.492707, -112.018863)"
49,3,3,44201,1,NAD83,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 1997,Daily maximum of 8 hour running average of observed hourly values,,2010,Parts per million,No Events,3482,93,142,153,0,0,0,0,Certification not required,0,0.052775,0.008148,0.077,8/25/2010 11:00,0.076,6/24/2010 11:00,0.072,7/16/2010 11:00,0.07,8/26/2010 11:00,0.076,0.072,0.067,0.063,0.058,0.052,0.044,Brigham City,Utah,Box Elder,Brigham City,"Brigham City, UT",8/4/2012 0:00,"140 W.FISHBURN DRIVE, BRIGHAM CITY, UT
(41.492707, -112.018863)"
49,3,3,44201,1,NAD83,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,Daily maximum of 8 hour running average of observed hourly values,,2010,Parts per million,No Events,3482,93,142,153,0,0,2,2,Certification not required,0,0.052775,0.008148,0.077,8/25/2010 11:00,0.076,6/24/2010 11:00,0.072,7/16/2010 11:00,0.07,8/26/2010 11:00,0.076,0.072,0.067,0.063,0.058,0.052,0.044,Brigham City,Utah,Box Elder,Brigham City,"Brigham City, UT",8/4/2012 0:00,"140 W.FISHBURN DRIVE, BRIGHAM CITY, UT
(41.492707, -112.018863)"
49,3,3,61101,1,NAD83,Wind Speed - Scalar,1 HOUR,,Observed Values,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,2010,Knots,No Events,7996,91,333,365,0,20,,,Certification not required,1,4.959755,3.420689,25.4,4/27/2010 18:00,24.1,6/6/2010 23:00,23.6,1/21/2010 23:00,23.5,4/3/2010 0:00,16.5,14.3,11.8,9.7,6.6,3.8,1.7,Brigham City,Utah,Box Elder,Brigham City,"Brigham City, UT",12/1/2011 0:00,"140 W.FISHBURN DRIVE, BRIGHAM CITY, UT
(41.492707, -112.018863)"
49,3,3,61102,1,NAD83,Wind Direction - Scalar,1 HOUR,,Observed Values,INSTRUMENTAL - ELECTRONIC OR MACHINE AVERAGE,2010,Degrees Compass,No Events,7996,91,333,365,0,20,,,Certification not required,0,167.052276,98.944292,360,2/5/2010 12:00,360,2/5/2010 14:00,360,2/25/2010 17:00,360,3/31/2010 14:00,353,347,331,305,244,179,52,Brigham City,Utah,Box Elder,Brigham City,"Brigham City, UT",12/1/2011 0:00,"140 W.FISHBURN DRIVE, BRIGHAM CITY, UT
(41.492707, -112.018863)"
49,3,3,88101,1,NAD83,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2006,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2010,Micrograms/cubic meter (LC),No Events,119,98,119,122,0,3,4,4,Certification not required,0,8.126891,9.68879,52.1,1/14/2010 0:00,50,1/5/2010 0:00,49,1/11/2010 0:00,46,1/17/2010 0:00,50,49,31.7,18.4,8.3,5.1,2.2,Brigham City,Utah,Box Elder,Brigham City,"Brigham City, UT",6/7/2014 0:00,"140 W.FISHBURN DRIVE, BRIGHAM CITY, UT
(41.492707, -112.018863)"
49,3,3,88101,1,NAD83,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2013,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2010,Micrograms/cubic meter (LC),No Events,119,98,119,122,0,3,4,4,Certification not required,0,8.126891,9.68879,52.1,1/14/2010 0:00,50,1/5/2010 0:00,49,1/11/2010 0:00,46,1/17/2010 0:00,50,49,31.7,18.4,8.3,5.1,2.2,Brigham City,Utah,Box Elder,Brigham City,"Brigham City, UT",6/7/2014 0:00,"140 W.FISHBURN DRIVE, BRIGHAM CITY, UT
(41.492707, -112.018863)"
49,3,3,88101,1,NAD83,PM2.5 - Local Conditions,24 HOUR,PM25 Annual 2006,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2010,Micrograms/cubic meter (LC),No Events,119,98,119,122,0,3,,,Certification not required,0,8.126891,9.68879,52.1,1/14/2010 0:00,50,1/5/2010 0:00,49,1/11/2010 0:00,46,1/17/2010 0:00,50,49,31.7,18.4,8.3,5.1,2.2,Brigham City,Utah,Box Elder,Brigham City,"Brigham City, UT",6/7/2014 0:00,"140 W.FISHBURN DRIVE, BRIGHAM CITY, UT
(41.492707, -112.018863)"
49,3,3,88101,1,NAD83,PM2.5 - Local Conditions,24 HOUR,PM25 Annual 2013,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2010,Micrograms/cubic meter (LC),No Events,119,98,119,122,0,3,,,Certification not required,0,8.126891,9.68879,52.1,1/14/2010 0:00,50,1/5/2010 0:00,49,1/11/2010 0:00,46,1/17/2010 0:00,50,49,31.7,18.4,8.3,5.1,2.2,Brigham City,Utah,Box Elder,Brigham City,"Brigham City, UT",6/7/2014 0:00,"140 W.FISHBURN DRIVE, BRIGHAM CITY, UT
(41.492707, -112.018863)"
49,3,3,88502,3,NAD83,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,PM2.5 SCC - FDMS-Gravimetric,2010,Micrograms/cubic meter (LC),No Events,7834,89,325,365,0,182,,,Certification not required,0,8.765892,9.984832,280.8,4/28/2010 1:00,228.2,4/28/2010 2:00,168,4/28/2010 0:00,117.3,4/27/2010 19:00,50.9,41.2,26,17.6,9.3,6,2.8,Brigham City,Utah,Box Elder,Brigham City,"Brigham City, UT",12/1/2011 0:00,"140 W.FISHBURN DRIVE, BRIGHAM CITY, UT
(41.492707, -112.018863)"
49,3,3,88502,3,NAD83,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,,Observed Values,,2010,Micrograms/cubic meter (LC),No Events,325,89,325,365,0,0,,,Certification not required,0,8.727385,7.982254,48.9,1/5/2010 0:00,48.6,1/14/2010 0:00,47.5,1/18/2010 0:00,46.9,1/12/2010 0:00,46.9,43.8,26.8,15.9,9,6.3,3.6,Brigham City,Utah,Box Elder,Brigham City,"Brigham City, UT",12/1/2011 0:00,"140 W.FISHBURN DRIVE, BRIGHAM CITY, UT
(41.492707, -112.018863)"
